trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.995}",25,0,-96.49281739889295,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
2,False,"{'a': 0.3, 'e': 0.990025}",20,0,-133.64648313650605,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.3, 'e': 0.985074875}",30,0,-196.08997894426068,"{0: 15, 1: 6, 2: 6, 3: 0, 4: 3}",0
4,False,"{'a': 0.3, 'e': 0.9801495006250001}",25,0,-216.29752238779665,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
5,False,"{'a': 0.3, 'e': 0.9752487531218751}",25,4,-39.838964952008354,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 0}",1
6,False,"{'a': 0.3, 'e': 0.9703725093562657}",25,0,-249.15629193796798,"{0: 9, 1: 7, 2: 4, 3: 1, 4: 4}",0
7,False,"{'a': 0.3, 'e': 0.9655206468094844}",20,4,-69.74201236428077,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
8,False,"{'a': 0.3, 'e': 0.960693043575437}",25,0,-55.16818658967889,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
9,False,"{'a': 0.3, 'e': 0.9558895783575597}",25,0,-214.4940834792299,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
10,False,"{'a': 0.3, 'e': 0.9511101304657719}",35,0,-106.49211244516705,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.3, 'e': 0.946354579813443}",25,0,-126.44066258670388,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.3, 'e': 0.9416228069143757}",25,0,-58.76336575478783,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.3, 'e': 0.9369146928798039}",30,0,-215.01572243741242,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
14,False,"{'a': 0.3, 'e': 0.9322301194154049}",30,0,-241.49386417671425,"{0: 14, 1: 3, 2: 8, 3: 2, 4: 3}",0
15,False,"{'a': 0.3, 'e': 0.9275689688183278}",30,0,-156.14089650420033,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
16,False,"{'a': 0.3, 'e': 0.9229311239742362}",30,0,-309.0421430480867,"{0: 12, 1: 2, 2: 9, 3: 3, 4: 4}",0
17,False,"{'a': 0.3, 'e': 0.918316468354365}",20,0,-136.50369111624258,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
18,False,"{'a': 0.3, 'e': 0.9137248860125932}",25,0,-65.38445462558425,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
19,False,"{'a': 0.3, 'e': 0.9091562615825302}",25,7,-137.33276603755303,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 2}",1
20,False,"{'a': 0.3, 'e': 0.9046104802746175}",20,0,-137.04690387595235,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
21,False,"{'a': 0.3, 'e': 0.9000874278732445}",25,5,-49.85660118617022,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
22,False,"{'a': 0.3, 'e': 0.8955869907338783}",30,10,-64.47443301096357,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",1
23,False,"{'a': 0.3, 'e': 0.8911090557802088}",25,0,-114.78940219936918,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
24,False,"{'a': 0.3, 'e': 0.8866535105013078}",25,0,-53.94734555302203,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
25,False,"{'a': 0.3, 'e': 0.8822202429488013}",25,0,19.360899898989583,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.3, 'e': 0.8778091417340573}",20,0,-66.70033266186444,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
27,False,"{'a': 0.3, 'e': 0.8734200960253871}",20,0,-33.44466566095545,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.3, 'e': 0.8690529955452602}",25,0,-150.22930830746006,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
29,False,"{'a': 0.3, 'e': 0.8647077305675338}",25,0,-166.52248549474996,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
30,False,"{'a': 0.3, 'e': 0.8603841919146962}",20,15,-2.9091876700377934,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.3, 'e': 0.8560822709551227}",25,0,-65.52068884086817,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.3, 'e': 0.851801859600347}",20,0,-108.0683214413292,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
33,False,"{'a': 0.3, 'e': 0.8475428503023453}",25,9,-32.290420071611315,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
34,False,"{'a': 0.3, 'e': 0.8433051360508336}",20,0,-141.77192538853862,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
35,False,"{'a': 0.3, 'e': 0.8390886103705794}",20,0,-51.48542399142598,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
36,False,"{'a': 0.3, 'e': 0.8348931673187264}",30,0,-97.35946111085917,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 0}",0
37,False,"{'a': 0.3, 'e': 0.8307187014821328}",25,0,-113.94384604486532,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
38,False,"{'a': 0.3, 'e': 0.8265651079747222}",20,0,-128.89008103826995,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
39,False,"{'a': 0.3, 'e': 0.8224322824348486}",25,0,-92.79253165993069,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",1
40,False,"{'a': 0.3, 'e': 0.8183201210226743}",35,0,-114.42163117339258,"{0: 25, 1: 4, 2: 4, 3: 0, 4: 2}",0
41,False,"{'a': 0.3, 'e': 0.8142285204175609}",20,6,-8.076942203575472,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.810157377815473}",25,0,-114.06147283829148,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",1
43,False,"{'a': 0.3, 'e': 0.8061065909263957}",25,0,-58.58369870054247,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.3, 'e': 0.8020760579717637}",30,0,-206.24590968436152,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
45,False,"{'a': 0.3, 'e': 0.798065677681905}",20,9,7.755836315790977,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.3, 'e': 0.7940753492934954}",25,13,-3.5797100423735015,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
47,False,"{'a': 0.3, 'e': 0.7901049725470279}",20,0,-67.39131751291781,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.3, 'e': 0.7861544476842928}",20,0,-30.73203356997288,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
49,False,"{'a': 0.3, 'e': 0.7822236754458713}",25,0,-104.76082655906022,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.778312557068642}",30,0,-103.60138188609822,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
51,False,"{'a': 0.3, 'e': 0.7744209942832988}",20,0,-103.9489395873631,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.3, 'e': 0.7705488893118823}",20,0,-96.69926927633547,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
53,False,"{'a': 0.3, 'e': 0.7666961448653229}",25,19,7.7343440896565046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.3, 'e': 0.7628626641409962}",25,8,-17.837969573595643,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.3, 'e': 0.7590483508202912}",20,0,-36.28873744080813,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
56,False,"{'a': 0.3, 'e': 0.7552531090661897}",30,0,-208.77132518190626,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
57,False,"{'a': 0.3, 'e': 0.7514768435208588}",20,7,8.909842416021549,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.3, 'e': 0.7477194593032545}",25,5,-90.05916061823962,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",1
59,False,"{'a': 0.3, 'e': 0.7439808620067382}",20,0,-52.52663236121988,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",1
60,False,"{'a': 0.3, 'e': 0.7402609576967045}",20,0,-55.6264598743147,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.3, 'e': 0.736559652908221}",20,0,-135.28335565916677,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
62,False,"{'a': 0.3, 'e': 0.7328768546436799}",20,2,-70.18600839276556,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
63,False,"{'a': 0.3, 'e': 0.7292124703704616}",25,0,-23.284311892700348,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.3, 'e': 0.7255664080186093}",25,0,-186.5914921465856,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
65,False,"{'a': 0.3, 'e': 0.7219385759785162}",25,11,-45.26051482388146,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
66,False,"{'a': 0.3, 'e': 0.7183288830986236}",25,0,-31.79984856024732,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
67,False,"{'a': 0.3, 'e': 0.7147372386831305}",20,0,-80.19070045540073,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
68,False,"{'a': 0.3, 'e': 0.7111635524897149}",20,0,-80.39548112593397,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.3, 'e': 0.7076077347272662}",25,0,-127.34811562458503,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
70,False,"{'a': 0.3, 'e': 0.7040696960536299}",20,12,-42.408085042099415,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
71,False,"{'a': 0.3, 'e': 0.7005493475733617}",20,0,-42.308519805959335,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
72,False,"{'a': 0.3, 'e': 0.697046600835495}",25,6,-93.5129216996751,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 1}",1
73,False,"{'a': 0.3, 'e': 0.6935613678313175}",35,0,-173.3550718311056,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
74,False,"{'a': 0.3, 'e': 0.6900935609921609}",25,0,-57.81563651171428,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.6866430931872001}",25,0,-36.882342498701604,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
76,False,"{'a': 0.3, 'e': 0.6832098777212641}",30,0,-132.8673865407544,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
77,False,"{'a': 0.3, 'e': 0.6797938283326578}",20,11,4.911991231515388,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.6763948591909945}",25,0,-103.94799346066311,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
79,False,"{'a': 0.3, 'e': 0.6730128848950395}",20,0,-71.42246482075514,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.3, 'e': 0.6696478204705644}",25,0,-64.21685921918586,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.3, 'e': 0.6662995813682115}",30,17,-123.23118383008466,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 2}",1
82,False,"{'a': 0.3, 'e': 0.6629680834613705}",30,0,-72.92242073409355,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.3, 'e': 0.6596532430440636}",20,0,-77.21171686716713,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
84,False,"{'a': 0.3, 'e': 0.6563549768288433}",20,0,-86.10501534716569,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.3, 'e': 0.653073201944699}",20,0,-91.01013567672143,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
86,False,"{'a': 0.3, 'e': 0.6498078359349755}",25,10,-3.734042149663691,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.3, 'e': 0.6465587967553006}",30,15,-41.29944388026719,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.3, 'e': 0.6433260027715241}",25,18,-9.791478623372836,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
89,False,"{'a': 0.3, 'e': 0.6401093727576664}",20,0,-68.02407159761567,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
90,False,"{'a': 0.3, 'e': 0.6369088258938781}",30,11,-4.664738116342663,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.3, 'e': 0.6337242817644086}",25,0,-31.294446115209695,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.3, 'e': 0.6305556603555866}",25,0,-70.95185352681453,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
93,False,"{'a': 0.3, 'e': 0.6274028820538087}",25,9,-20.17491202572508,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
94,False,"{'a': 0.3, 'e': 0.6242658676435396}",20,0,-124.45487198802903,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
95,False,"{'a': 0.3, 'e': 0.6211445383053219}",35,8,-59.880898080608716,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 1}",1
96,False,"{'a': 0.3, 'e': 0.6180388156137953}",30,6,-77.81200911046952,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 1}",1
97,False,"{'a': 0.3, 'e': 0.6149486215357263}",25,0,-75.71475649637587,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
98,False,"{'a': 0.3, 'e': 0.6118738784280476}",25,0,-125.63945473944469,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
99,False,"{'a': 0.3, 'e': 0.6088145090359074}",20,14,-2.3899411995095696,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.3, 'e': 0.6057704364907278}",25,0,-52.303041488707024,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
101,False,"{'a': 0.3, 'e': 0.6027415843082742}",25,0,-85.41520292640969,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
102,False,"{'a': 0.3, 'e': 0.5997278763867329}",20,0,-9.425051061811752,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.3, 'e': 0.5967292370047992}",30,0,-97.16301275312708,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
104,False,"{'a': 0.3, 'e': 0.5937455908197752}",35,24,-22.735693174160485,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
105,False,"{'a': 0.3, 'e': 0.5907768628656763}",25,0,6.898598816050628,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.3, 'e': 0.5878229785513479}",30,6,-48.90239152653352,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
107,False,"{'a': 0.3, 'e': 0.5848838636585911}",20,12,-18.081476987445676,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.3, 'e': 0.5819594443402982}",20,14,2.8799166367379465,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.3, 'e': 0.5790496471185967}",25,0,-114.58834574307271,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
110,False,"{'a': 0.3, 'e': 0.5761543988830038}",20,0,0.8512909265495289,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.3, 'e': 0.5732736268885887}",25,2,-21.11249945395694,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
112,False,"{'a': 0.3, 'e': 0.5704072587541458}",25,15,-3.058125873001229,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.567555222460375}",20,11,-5.728181134942049,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.3, 'e': 0.5647174463480732}",20,10,15.746733591778558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.3, 'e': 0.5618938591163328}",20,12,0.0607083064072349,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.5590843898207511}",20,11,-0.1997057237339408,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.3, 'e': 0.5562889678716474}",30,1,-78.13079482064234,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 1}",1
118,False,"{'a': 0.3, 'e': 0.5535075230322891}",25,0,-52.77019824998679,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
119,False,"{'a': 0.3, 'e': 0.5507399854171277}",25,9,-14.524936870853828,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.3, 'e': 0.547986285490042}",20,0,-53.407470777938656,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.3, 'e': 0.5452463540625918}",25,19,10.760454157231527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.3, 'e': 0.5425201222922789}",25,12,-9.876140495092715,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.5398075216808175}",25,0,-172.52856754701,"{0: 13, 1: 6, 2: 2, 3: 1, 4: 3}",0
124,False,"{'a': 0.3, 'e': 0.5371084840724134}",20,0,-50.754145969095454,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.3, 'e': 0.5344229416520513}",30,3,-127.64539085684908,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 2}",1
126,False,"{'a': 0.3, 'e': 0.531750826943791}",25,2,-36.938743631905474,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 0}",1
127,False,"{'a': 0.3, 'e': 0.5290920728090721}",30,0,-118.41896366632085,"{0: 19, 1: 3, 2: 3, 3: 5, 4: 0}",0
128,False,"{'a': 0.3, 'e': 0.5264466124450268}",30,4,-5.75070020278438,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.5238143793828016}",25,0,-52.70673191297662,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
130,False,"{'a': 0.3, 'e': 0.5211953074858876}",25,15,-7.889665531754223,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.5185893309484582}",20,0,-127.02397161603281,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
132,False,"{'a': 0.3, 'e': 0.5159963842937159}",25,8,-52.744036901546195,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
133,False,"{'a': 0.3, 'e': 0.5134164023722473}",25,15,-69.0151041561174,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
134,False,"{'a': 0.3, 'e': 0.510849320360386}",20,0,-83.28752693837825,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
135,False,"{'a': 0.3, 'e': 0.5082950737585841}",20,11,-37.08585999394599,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.3, 'e': 0.5057535983897912}",25,0,-124.43145170737768,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
137,False,"{'a': 0.3, 'e': 0.5032248303978422}",20,11,1.7348741472048568,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.500708706245853}",20,12,-23.65525485367354,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.3, 'e': 0.4982051627146237}",20,0,-104.55116322740844,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
140,False,"{'a': 0.3, 'e': 0.49571413690105054}",20,0,17.903355896626948,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.3, 'e': 0.4932355662165453}",20,10,-37.503900187517814,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.3, 'e': 0.4907693883854626}",20,7,-6.230195258236728,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.3, 'e': 0.4883155414435353}",20,5,-66.03474847730264,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
144,False,"{'a': 0.3, 'e': 0.4858739637363176}",30,0,-67.5735171370448,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
145,False,"{'a': 0.3, 'e': 0.483444593917636}",20,0,-79.30867826969292,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
146,False,"{'a': 0.3, 'e': 0.4810273709480478}",25,5,-33.2778302091253,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.47862223409330756}",20,0,-41.196393582852664,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.3, 'e': 0.47622912292284103}",20,0,15.640536325778749,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.3, 'e': 0.4738479773082268}",20,7,-11.453353450218467,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.3, 'e': 0.47147873742168567}",20,0,-94.86177618991995,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
151,False,"{'a': 0.3, 'e': 0.46912134373457726}",25,13,-45.3539738417451,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
152,False,"{'a': 0.3, 'e': 0.46677573701590436}",20,7,-29.93457380178406,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.3, 'e': 0.46444185833082485}",30,0,-28.45701451820608,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
154,False,"{'a': 0.3, 'e': 0.46211964903917074}",20,5,17.039012776833353,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.3, 'e': 0.4598090507939749}",25,17,-7.494220584243453,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.457510005540005}",20,11,9.298337717403708,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.45522245551230495}",25,4,-27.763509248924077,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.3, 'e': 0.4529463432347434}",35,0,-112.97326374010595,"{0: 27, 1: 4, 2: 1, 3: 0, 4: 3}",0
159,False,"{'a': 0.3, 'e': 0.4506816115185697}",25,12,8.919654639645318,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.4484282034609769}",30,19,-4.772401095109132,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.446186062443672}",25,1,-61.5233770821123,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 1}",1
162,False,"{'a': 0.3, 'e': 0.4439551321314536}",30,0,-76.60633397399299,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
163,False,"{'a': 0.3, 'e': 0.4417353564707963}",20,0,-74.2745020405881,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
164,False,"{'a': 0.3, 'e': 0.43952667968844233}",20,13,-12.239857231729658,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.3, 'e': 0.43732904629000013}",20,12,-0.15221089779786823,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.4351424010585501}",30,0,24.723504291628906,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.3, 'e': 0.43296668905325736}",25,8,-14.03662703661849,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.43080185560799106}",30,0,13.973715293429994,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.3, 'e': 0.4286478463299511}",25,13,17.836314828575745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.3, 'e': 0.42650460709830135}",25,12,-28.000889078465775,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
171,False,"{'a': 0.3, 'e': 0.42437208406280985}",20,3,-58.45290758937759,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
172,False,"{'a': 0.3, 'e': 0.4222502236424958}",25,15,-3.9049533379522083,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.42013897252428334}",20,14,10.547933474876864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.4180382776616619}",20,13,-0.0746174056897635,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.3, 'e': 0.4159480862733536}",20,9,6.381104812236124,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.41386834584198684}",20,13,13.477833761618971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.4117990041127769}",20,5,-47.00650883187365,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.3, 'e': 0.40974000909221303}",25,12,15.009166133359788,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.40769130904675194}",30,18,-10.74950630015865,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.40565285250151817}",30,23,1.783563165770196,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.4036245882390106}",20,2,-18.596018215122776,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.4016064652978155}",20,0,12.97077022059323,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.3995984329713264}",25,8,5.950769944636627,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.3976004408064698}",25,18,-29.10846314833662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
