trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
825,False,"{'a': 0.3, 'e': 0.015997113097568336}",35,23,24.153328828483687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.3, 'e': 0.015917127532080494}",25,0,42.92416211100792,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,False,"{'a': 0.3, 'e': 0.01583754189442009}",20,10,18.155332873001704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.3, 'e': 0.01575835418494799}",25,11,24.858802079863008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.3, 'e': 0.01567956241402325}",25,13,22.549194701914004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.3, 'e': 0.015601164601953134}",35,9,43.004580456442795,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.3, 'e': 0.015523158778943369}",20,9,21.239084843875453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.3, 'e': 0.015445542985048652}",20,11,16.246056604641492,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.3, 'e': 0.015368315270123408}",25,8,31.288117455955344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.3, 'e': 0.01529147369377279}",25,15,18.493210939610698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.3, 'e': 0.015215016325303928}",30,12,33.7936801005598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.3, 'e': 0.015138941243677408}",20,16,8.34631380256604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.3, 'e': 0.01506324653745902}",25,12,24.252305565254243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.3, 'e': 0.014987930304771725}",20,9,19.69690121475938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.3, 'e': 0.014912990653247866}",25,3,26.41211649307205,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.3, 'e': 0.014838425699981627}",25,0,39.19282448079089,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.3, 'e': 0.01476423357148172}",20,15,10.036473897234782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.3, 'e': 0.014690412403624311}",25,15,21.704522778848325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.3, 'e': 0.01461696034160619}",25,14,16.988399662964927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.3, 'e': 0.014543875539898159}",30,15,27.3458588074922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.3, 'e': 0.014471156162198668}",35,21,31.38773880243474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.3, 'e': 0.014398800381387675}",20,12,14.253691675771504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.3, 'e': 0.014326806379480736}",25,13,22.9095086168008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.3, 'e': 0.014255172347583332}",25,13,20.972246451277904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.3, 'e': 0.014183896485845416}",20,5,23.67659411844924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.3, 'e': 0.014112977003416188}",30,15,30.757590207019707,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.3, 'e': 0.014042412118399107}",25,16,20.37048384438737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.3, 'e': 0.013972200057807112}",20,11,15.794537008866463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.3, 'e': 0.013902339057518077}",30,18,24.05751150521851,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.3, 'e': 0.013832827362230486}",30,24,10.19864026310994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.3, 'e': 0.013763663225419333}",30,11,37.71393850672954,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.3, 'e': 0.013694844909292236}",30,4,42.36563698228632,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.3, 'e': 0.013626370684745774}",20,14,11.283303541291055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.3, 'e': 0.013558238831322046}",20,7,24.06643941554562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.3, 'e': 0.013490447637165436}",25,9,30.89867897621245,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.3, 'e': 0.013422995398979608}",25,13,19.93795048491701,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.3, 'e': 0.01335588042198471}",20,12,17.488654865023523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.3, 'e': 0.013289101019874787}",35,24,17.423458858697433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.3, 'e': 0.013222655514775413}",20,12,14.927707590604829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.3, 'e': 0.013156542237201536}",25,8,32.44149681863358,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.3, 'e': 0.013090759526015528}",30,16,27.735556345977447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.3, 'e': 0.01302530572838545}",20,6,14.542111001087514,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.3, 'e': 0.012960179199743523}",25,14,4.517278491774749,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.3, 'e': 0.012895378303744804}",25,17,12.75948719930834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.3, 'e': 0.01283090141222608}",25,19,12.144060544087772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.3, 'e': 0.012766746905164949}",25,12,13.184125117871663,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.3, 'e': 0.012702913170639124}",30,19,18.618932297942184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.3, 'e': 0.012639398604785928}",25,18,14.073523059002422,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.3, 'e': 0.012576201611761997}",30,12,36.050918292520414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.3, 'e': 0.012513320603703188}",20,16,5.67283241840734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.3, 'e': 0.012450754000684672}",30,12,20.679585230349957,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.3, 'e': 0.012388500230681249}",30,19,21.253327964861654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.3, 'e': 0.012326557729527843}",25,14,17.66244230324434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.3, 'e': 0.012264924940880204}",30,13,29.668592215352405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.3, 'e': 0.012203600316175803}",25,13,22.529600156560292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.3, 'e': 0.012142582314594924}",30,19,21.09992514469736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.3, 'e': 0.01208186940302195}",20,12,13.68478977635509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.3, 'e': 0.01202146005600684}",20,16,7.3994850178837615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.3, 'e': 0.011961352755726806}",25,8,34.040979800920944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.3, 'e': 0.01190154599194817}",25,12,24.734343997076337,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.3, 'e': 0.01184203826198843}",30,13,26.339597222375428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.3, 'e': 0.011782828070678488}",20,6,31.1809719293229,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.3, 'e': 0.011723913930325095}",20,15,8.637329060320358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.3, 'e': 0.01166529436067347}",25,11,28.050360400429298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.3, 'e': 0.011606967888870102}",35,18,32.38328851740002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.3, 'e': 0.01154893304942575}",25,15,17.396571476465187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.3, 'e': 0.011491188384178622}",25,14,22.01878592052238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.3, 'e': 0.011433732442257729}",30,20,20.417837897296653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.3, 'e': 0.01137656378004644}",20,8,19.289352585118653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.3, 'e': 0.011319680961146208}",20,16,7.684347606058843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.3, 'e': 0.011263082556340478}",30,7,36.41023747509516,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.3, 'e': 0.011206767143558775}",20,16,8.958232110939004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.3, 'e': 0.011150733307840981}",20,9,20.462337799543874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.3, 'e': 0.011094979641301777}",20,10,20.834577300920728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.3, 'e': 0.011039504743095268}",20,9,21.539120302743314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.3, 'e': 0.01098430721937979}",30,0,45.18653309840761,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
901,False,"{'a': 0.3, 'e': 0.010929385683282892}",20,11,16.748856218356323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.3, 'e': 0.010874738754866477}",20,10,14.930273697988182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.3, 'e': 0.010820365061092144}",20,10,23.55714199215277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.3, 'e': 0.010766263235786683}",20,16,8.327848437387427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.3, 'e': 0.01071243191960775}",20,8,21.106817047814904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.3, 'e': 0.010658869760009713}",25,15,18.972900099162572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.3, 'e': 0.010605575411209664}",20,11,16.18505973399842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.3, 'e': 0.010552547534153616}",25,5,20.391304318820097,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.3, 'e': 0.010499784796482848}",25,13,22.865154668836873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.3, 'e': 0.010447285872500434}",30,20,16.68457415398908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.3, 'e': 0.01039504944313793}",20,15,8.843717624183192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.3, 'e': 0.010343074195922241}",20,15,8.90865558249656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.3, 'e': 0.01029135882494263}",35,23,25.499651844387895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.3, 'e': 0.010239902030817916}",20,15,3.208186979054413,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.3, 'e': 0.010188702520663827}",25,18,13.289250602101307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.3, 'e': 0.010137759008060509}",20,11,17.95168243685887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.3, 'e': 0.010087070213020206}",30,20,18.012461341532163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.3, 'e': 0.010036634861955105}",25,11,23.278776808446132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.3, 'e': 0.00998645168764533}",35,17,32.342898457202416,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,10,20.330151800820747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,29.506015473012077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,20,11.341287188722525,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,21.99281929393493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,21.457754633507555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,12.277271226837817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,26.561056004844403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,15.592146678000413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,0,38.58738637276628,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,7,23.70598870517667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,12,13.085015344286806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,25,19.614790098666397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,10,34.740205937517366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,17,17.069976801358514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,6,25.58021762602708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,13,29.32196461314804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,16,18.66536229763837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,17,12.70739207132201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",35,17,34.65378117244428,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,8,23.615560941383805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,14,28.25006610458611,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,16,25.052472998477143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,3,33.858092877858944,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,10,21.58324259558007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,0,33.295749086137306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",20,14,14.27290784082037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,11,23.975483203137937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,8,27.7705019378879,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,17,15.664027306895711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,14,9.624558780282447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,12,17.166973387890877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,6,26.19227085350344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,9,32.89718064503948,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,14,16.283861982783566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,14,11.019277593292651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,19,22.526130276432987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,3,29.7818335922338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,6,33.37835550243089,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,9,23.819161449011876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,16,19.35009232330799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,3,27.48290338126089,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,19,11.816463252634975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,15,16.317348593102366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,8,32.84486580169252,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,11,23.463902691817903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",30,20,18.499542652761637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,13,22.782783086514822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,11,25.81712171558378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,17,15.26932998189319,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,6,25.006387531483405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
